text,label
i stopped feeling so exhausted a href http provokingbeauty,depression
RT @musedbymusic: Thanks to @TonyJRodriguez I have learned way more than I ever wanted to know about birds...,not depression
i go back to my village i feel i am really lonely,depression
Charlie is so adorable. http://t.co/TMpBYyjGFL,not depression
Reaper drones pinpoint Jihadi John http://t.co/IBScZeLxXe via @MailOnline,not depression
When Robinson Cano left the Yankees they were selling his jersey for $25. When Aaron Hernandez went to jail they sold his for $10.,not depression
RT @BiIIMurray: My iPhone has 2 million times the storage of the 1969 Apollo 11 spacecraft computer. They went to the moon. I throw bird ...,not depression
i know how they feel about it all and they talk like the ppl above them on the ladder are so vain amp shallow amp bla bla bla,depression
out on a weekend with a group of people,not depression
i am feeling anxious that im not out watching this important game that im avoiding a bar because of an asshole who broke my heart and that im missing out meeting cute boys,not depression
i almost feel intimidated by the attempt to describe it,not depression
i feel that popular bloggers dont post with freedom anymore there will always be part control rare exception is the blog love aesthetics,not depression
RT @DIYcookery: Godiva Chocolate Dipped Oreos &#128523; http://t.co/OSYPnadYtO,not depression
RT @YahooFinance Two stocks to turn trash into cash http://t.co/MRmlxaCOXx,not depression
"RT @ProBirdRights: dear Mr. Science: If human so ""better,"" how come they can't be bird? oh I'm sorry was that too LOGIC for you????",not depression
i remember how i used to feel watching tv and seeing sara rue on popular because she was an inspiration to me,not depression
RT @VideriQuamEsse: British Jihadi Mother Who Wants to Be First Female Executioner is MI6's Most Wanted http://t.co/INZPvpf2tN,not depression
Real talk not being byes or nothin! The whole NFC south glad bag trash this year none of the teams have a chance making it to the playoffs!,not depression
i wish that i had listened to this album back in the day because i feel like i have missed out on so many listening opportunities it is not very often you come across an album that you like the whole way through,depression
i know my best friend thinks i m a legend xd she tells me i m hilarious and a badass when most of the time i feel like a wimpy dork,not depression
i do meet that i do date will continue to be sources of apathy or worse people whom i feel i have wronged or in whose confidence i act in bad faith,not depression
i feel victimized by the drag on our country with heads in the sand traditionalists i hesitate to call them conservatives for fear of offending real honest to god conservatives who still think the world was created years ago and that stuff like skeletal remains are some kind of hoax,depression
i feel gloomy or get really bad cabin fever,depression
i feel like i m a doomed gladiator in a stadium constructed of cardboard and copies of romeo and juliet and the outsiders are screaming for my blood,depression
i want or need to hear to make me feel valued,not depression
i also feel proud of her,not depression
i was for awhile and i started feeling irritated and annoyed each time one of my kids filled up their pants again,not depression
as a child i suffered of nightmares even since than,not depression
RT @Harry_Styles: It was all yellow. http://t.co/xB4dkWuoKi,not depression
i still feel so empty and lonely,depression
i say whatever comes in my mind tell you directly what i feel a jealous girl not because i m insecure but because i just love that person a trust worthy friend sweet to the one i love,not depression
im feeling proud of my achievement because cutting off my hair was a big freaking ordeal,not depression
i feel as though im becoming jaded to the point of numbness,depression
GM....don't be the bird that didn't get the worm today #GoStampsGo84,not depression
i believed it was true love and feel devastated i wanted to settle down and have the whole marriage and kids thing with him,depression
"Speaking of ford and garland, I need to get my sub from there. And a job application. Lol killin 2 birds with one stone!! #merica",not depression
Me and this song bird sang in the same HS gospel choir!! http://t.co/aJ5HwhpRwc,not depression
i feel insulted by this technique which is also proven to be one of the worst for educating because i already read the slide faster than he was able to speak,not depression
i was just feeling needy,depression
i know that if my core perception doesnt shift then no matter how many times i am able to check off something ive gained a friend better health rewarding work i will simply move down my list and find something else to feel needy about,depression
RT @HighSchoolSuckz: i am that horrible friend who reads your text then puts the phone down to do something and forgets to reply until 4 ho&#8230;,not depression
i opened the first window whilst listening to a certain mariah carey christmas classic on the radio so im feeling pretty festive this morning,not depression
i can feel the beginnings of a cold so i figured i deserve a heinously hot bath,not depression
im feeling so guilty helpless and hopeless,depression
@true_east_ trash what? http://t.co/IUdvnQCkB4,not depression
"@jessespector the bird has a hat. So it's hats on hats, who can beat that?",not depression
i can see them or feel free to post photos to the a href http facebook,not depression
Western Jihadi fanboys use of language: peppering sentences with Arabic words to sound knowledgeable - #Comical http://t.co/G2rca1XGh7,not depression
i am sure that i will feel a lot more positive once i am feeling a little more myself but it has been months since i ve known what that means,not depression
i feel divine original mix,not depression
"RT @goodmanwood: Rise+Rhyme #snowpatricksday @busboysandpoets: ON in the AM! Wear your green, dance a jig &amp; sing a lively tune w/ me!
http:&#8230;",not depression
@JonnieSantana He's definitely trash. But if Bill Cohwer or Stanford 's head coach want the job I'd hire them. With a new gm of course,not depression
@TheLittleFella_ do yourself a favor and ball that up and throw in the trash.,not depression
i didn t feel alarmed at all,not depression
ive been feeling ignored,depression
@KenSuttling Not taking Franks advice and he ate the yellow snow.,not depression
i feel like that s because i didn t grow up in cliques at school like in movies there s the popular girl,not depression
"Un pollito cruzaba la frontera, un zorro se tropieza con el pollo, el zorro le dice, im sorry el pollo le dice im... http://t.co/oXcOYauJi1",not depression
@TheGamecubeGuy any more birds in school?,not depression
i feel edmontonians are superior to the residents of any other major city but if you ask me what keeps me living here despite my obvious hatred for the climate of the year then my response is family and friends,not depression
i only cry when i think how guilty youll make me feel and yes ive fucked up a million reasons for shame and im sorry,not depression
i just cant make proper conversation and feel annoyed by little things,not depression
i hope its super high and that hes feeling proud of himself,not depression
im also feeling cranky about it because the main characters scientist brother observing the moon mentions that there is zero gravity there,not depression
i still feel like a kid eager to blow the candle open gifts and all that good stuff,not depression
im still feeling thankful and in that vein thought id celebrate blogging by sharing some moments experiences from this fall that i am grateful for,not depression
i feel like crap for being ungrateful,depression
i started to feel rotten sore stomach sickness and needing to go the toilet,depression
i feel like ive entered some weird universe and i really am grateful for it,not depression
i and fans cheering for penn state made me feel such a strong sense of belonging to the penn state family,not depression
i feel tortured so much,not depression
"RT @pop_ruth: I'm a little teapot short and Irish 
@onedirection artist of the year #AMAs
#EMABiggestFans1D http://t.co/9O1zfvlezV",not depression
i spent all of wednesday feeling miserable,depression
im feeling artistic and im feeling stellar,not depression
"note to self: boiling water hot, monkey brain",not depression
ive been taking to stop the bleeding in my guts has left me feeling far more irritable and violent than usual,not depression
"RT @NateKlempa: @ROOTSPORTSPIT must not realize how much #WVU games mean to all of us ""hillbillies"". The @Pirates play 162 games a year. Sh&#8230;",not depression
RT @ChinaAfricaBlog: A nice round-up of voices in #China #Africa relations: 'China-Africa Trade: The Oriental Allure' http://t.co/7DWJovmeB&#8230;,not depression
"POLLOS A L'AST

Dos pollos estaban dando vueltas en una poller&#237;a mientras los estaban cocinando a l'ast, cuando... http://t.co/fXeEAJmyfZ",not depression
&#9733; BEST ASIAN MASSAGE ON THE Brooklyn Park slope --TOP RATED SPA &#9733;718-622-0221 - 24 http://t.co/6ZUxaQeaVL,not depression
"Oreo Ice Cream Sandwich http://t.co/RM0KsY99Bc""",not depression
i kept feeling like i missed something and i needed to go back and re read,depression
"RT @dbrend99: Even if you hate the Yankees there is no way you can't like Derek Jeter, he is one of the classiest and most respectful playe&#8230;",not depression
i feel so neurotic sometimes because usually even if i know we dont have something etc,not depression
i feel so regretful and bad that i called in,depression
"No one has even eaten a Twinkie in, like, decades.",not depression
i want to keep feeling strong yet i cant neglect that feeling inside me a feeling of betrayal somehow,not depression
"RT @Garin: ""A day without laughter is a day wasted."" 

~Charlie Chaplin",not depression
Oriental rugs cause I'm flyer than a dove.,not depression
RT @TFCbooks: Friday 6pm @busboysandpoets Vivek Balk: Bengali Harlem &amp; the Lost Histories of South Asian America http://t.co/veYAqnAiDG &#8230; @&#8230;,not depression
Fine I'll settle for an Oreo milkshake,not depression
@LifeAsKing Naw... I'm trash... Keep ya pity hugs...&#128530;&#128133;,not depression
i am feeling fairly virtuous,not depression
i still feel a bit overwhelmed,not depression
i am rushed about here there and everywhere by my family or friends i am often left feeling very drained and exhausted,depression
i feel superior because i actually know who their president is,not depression
RT @PatVPeters: Texas ranchers: Terrorists reportedly caught at border; feds clam up http://t.co/1vynD9zbpH,not depression
Ruby is not ugly #bunga bunga,not depression
i feel no remorse about doing this it was unsuccessful and a learning process for me in the development of this blog,depression
i feel like this author is a little underrated considering how creative she has written scarlet,not depression
i feel so happily rebellious,not depression
im slow about this but it does feel weird returning to a home without your mum anymore,not depression
i feel lame saying mommy just needs to pay this bill call a guy about the camper and paint bedrooms to be more neutral,depression
RT @Wyeisha_Davis: Idc I still watch two &amp; a half men . Well the old one with Charlie,not depression
"@JuMosq @zachkruse2 Yep. *sobs*

I got my hopes up when a couple of the national guys (including that Kiper/McShay mock) had him slipping.",not depression
RT @JoeyG_145: Downloaded flappy bird 5 minutes ago... It's already deleted.,not depression
i feel pressured helpless because i dont have control over this,not depression
@ItsKiaraaaa looks like you took a red marker and colored on your leg,not depression
i have a feeling that i should post some sort of content on here for you blog hoppers to possibly comment about,not depression
i feel fake hellip b c a real person can feel real emotion and that s something that i can t do,depression
"@TheREALJB1RD @winchstrracin @wyatt11w Maybe he can call Hootie back up, he don't answer me anymore but still have crows.",not depression
@Cay_JEN I didn't think you knew of a bird that couldn't be tamed. #cajuncharm,not depression
i just feel like no one cares and no one can be bothered to make the effort and meet up,not depression
Goodbye hop plants ! Time to dink u!!!! Luv it!!! http://t.co/ImsIE8MKJm,not depression
@TheREALJB1RD Gotta get my superbowl shirt at the cleaners then we hitting the big bird.,not depression
i tackle political ideas only when something makes me feel angry and even then it is often personal,not depression
@VictorB123 @KHShan yea.. you don't live down here I guess. We still got roofs that aren't fixed from Charlie and Jeanne.,not depression
i spend all day in bed or when im feeling adventurous on the couch because when i get up my leg hurts worse than my aching heart after titanic,not depression
i began to feel unimportant useless insecure and i was disconnected from everything that i used to know,depression
"RT @JohnnyFootbalI: Yeah Kaepernick might have biceps like a Greek God, but the dude looks like he was conceived by a Proboscis monkey http&#8230;",not depression
"@CharlieDaniels Come on Charlie! 
OUR GOVERNMENT WAS JUST TRYING TO PROTECT THE DESERT TORTOISE! 
Atleast, that's what Barack Obama Says...",not depression
i feel so regretful that i let such mundane things as work and school get in the way,depression
i know is my feelings were innocent,not depression
i could soon feel quite rejected,depression
I'd rather hear Neal DeGrasse Tyson tell me about scientific mistakes in their assumptions than some WASP... http://t.co/tLec4vKUYd,not depression
i always feel slightly worthless almost self condemning like i should be doing more amounting more saving the world one day at a time a preacher on a podium a counselor for teen single struggling mom s a writer a motivational speaker a super mom to my baby boy,depression
i feel less groggy my trousers were a little looser and truthfully i would rather reach out for a fruit salad then a fully packed sandwich which is going to leave me feeling uncomfortable for the rest of the day,depression
Best behaved kids ever at mommy's commercial audition. Oreo McFlurries for everybody! #proudmom&#8230; http://t.co/9HFNSmaLcU,not depression
i talk to you i feel like a lot gets resolved,not depression
I am currently using a yellow marker that is literally called 'Spanish Orange' for this drawing of @Wikiparaz ; absolute perfection.,not depression
i was thinking about how you all were watching general conference and i was feeling a bit jealous,not depression
@lcl03 the slopes aren't for us bro Hahaha,not depression
&#8220;@wwwobert_: B Oreo a stunt&#8221;come thru &#128293;&#128293;&#128293;,not depression
@Pepper_Redbone @Yankees @Mets I miss NYC!! Nashville needs a pro AL team. The closest is KC or Tampa. That's pretty bad. The south is NL.,not depression
National Review calls #gay marriage 'lawlessness' http://t.co/QpTreDa6yv #oregon #tcot #gop #NOM #lol #teabaggers,not depression
"RT @HuffingtonPost: Obama: ""I will always do what is necessary to protect the American people and defend against evolving threats to our ho&#8230;",not depression
i have been feeling so overwhelmed lately,not depression
My bf @iamthedannibal loves crows. Thought he might enjoy the last tweet!,not depression
i hate this and i hate feeling so shitty all the time,depression
i feel burdened by her presence,depression
2 #iubb games when im in #bloomington #btown how good is that?! #ncaa #basketball #college #Indiana #iu #hoosiers,not depression
im off to the big city solo for what im afraid is going to be six days of wandering around lost six days of feeling uncomfortable six days of not knowing how to dress six days of not knowing what to do six days of not knowing where to eat six days of disaster disaster disaster,not depression
i feel ashamed oh how romantic,depression
i don t know how it works but asking for divine assistance certainly makes us feel more graceful even when our situation remains the same,not depression
Gotta love the undignified sprint across the yellow light to transfer buses because the first one was dawdling,not depression
RT @richiesuavee: &#8220;@ViriDoesItt: Kevin Hart make funny faces.. His curriculum kinda trash..&#8221; Curriculum? &#128514;&#128514;&#128514; http://t.co/zJJyRGcZ9Y,not depression
#Yankees #Jeter Let him play the entire inning. That's fitting.,not depression
#Yankees #FireCashman I don't want Arod back.,not depression
i decided that since things were finally starting to go well but i was still feeling a little uncertain i d give myself a little more time to let the training come together,not depression
i feel so unimportant today,depression
&#127867;&#127867;&#127867;&#127804;&#128153;&#127913; plus Sheryl crow http://t.co/49KYwZnotU,not depression
i am not okay with feeling annoyed at myself and at life all the time,not depression
i feel so ugly and ashamed img src http s,depression
"@SMLBound cracker jack work, cdc - did ya think of checking THE PLANE FULL OF PEOPLE?",not depression
ill just have to make some local friends i can go to the movies with and know for a fact they wont even without meaning to cause i seriously doubt there was any actual intention to hurt my feelings or actually call me heartless a moral or brainless it just came across that way to me,not depression
i pulled out and explained that i couldn t feel my penis or at least feel it with any more feeling than my aching back or throbbing balls or stinging nipples,depression
i no longer a chiuv that is one a man with have an obligation to say kaddish and daven from the amud lead prayers i feel more relaxed,not depression
RT @Kicks_AndTits23: Lewis so trash lmao,not depression
@SoWavyTee hey Hun!,not depression
Mentions probably look like a septic tank. RT @BillCosby: Go ahead. Meme me! http://t.co/2QttvwWICy #CosbyMeme http://t.co/72IMb6Rfzn,not depression
RT @RudeBoi_Drew: @PAPER_CHAYSIN condom were invent for that sole purpose,not depression
@OldManRo you should check it out... it aint animated and has Charlie Murphy in it,not depression
i feel so sorry for the people affected,depression
i am designing games it really makes me feel excited,not depression
RT @Swizzzy: Peeps are trash.. Marsh mellows in general are trash,not depression
RT @GoatIdeas: Oreo Frappuccino http://t.co/o3QJ8M1nFf,not depression
i feel like i am being one person whom his life will be very miserable and not doing the best,depression
RT @JoleenDoreen: I was in a Kik group once. But we called it a party line and old Charlie the barber was always hogging the calls.,not depression
Norwalk ghetto af lol all of a sudden everyone a dodger and raider fan,not depression
"Bought this Lp in Manchester the other week, had no idea it was coloured vinyl. Man what a steal!!!!! #VinylGasm #Re-Machined",not depression
i am pleased and a little disturbed i guess that these feelings of melancholy lead me right back to the thing that brings them on,depression
The bengals have been trash for like 5 weeks it seems,not depression
i am feeling weird and feel wanna know,not depression
RT @MahoganyLOX: vintage mickey &#127800; http://t.co/03otPzXCbI,not depression
i had been feeling like a lost duck because experiences in my life have aged my soul faster than my physical age and i didnt have many who understood,depression
RT @A_single_bear: I accidentally ate a few fireflies last night while chewing some leaves I found. The shameful yellow glow of my mouth wa&#8230;,not depression
RT @alexlundry: Charlie Baker!!!,not depression
"I keep running under trees or when birds fly to avoid their, erm, being targeted by their lack of a digestive system.",not depression
i have a feeling david is going to turn out to be a terrific father hes already exposing his newborn son to the world of the geek,not depression
@SunyHD abouta get him some crayons and animal crackers after 8:30pm &#128514;&#128514;,not depression
i feel bitter that my cancer was relegated to unnecessary to meet with someone as important as an oncologist,not depression
i decided to focus on how i was feeling and what needs were not being met for me in this situation rest calm enjoyment relaxation,not depression
i then said i dont know what you believe the most important day you have ever lived is but i want to share with you what i feel the most important day of your life is,not depression
@Cee_Murda94 no it's yellow fin. It's in edgewater,not depression
Golden Oreos are the best,not depression
@kenzieblake2015 its pretty easy actually. I'm just the cashier. Right now I'm eating those animal crackers lolol :),not depression
i feel lucky photo supreme point,not depression
#PacerNation 4/4 on the road! Perfect way to continue after #iubb have finished #NBA #Pacers #indiana #hoosiers,not depression
i made the stupid mistake of saying i was fine the next day the last time my headmaster punished me and it only served to make him feel he had not punished me hard enough,depression
i was to her in fact so i m taking that as she feels regretful for what she has done,depression
im feeling distracted and likewise attracted to all the things that you let me know all the things that you cant let go youre waiting,not depression
RT @Now_Thats_Fresh: Every Seth McFarlene cartoon is trash yall love low iq comedy,not depression
@Ish_MallyMal August is trash,not depression
i then open my eyes and shes gone i cant help but feel alone,depression
i feel so badly for his daughter thats tragic,depression
@megann_17 you should make me brownies!,not depression
i finished work at am on saturday got home and teased the other half how i was right she was wrong and i fancied roast beef with roast potatoes and the full trimmings i was feeling quite smug with myself,not depression
i am also now down lbs so i feel so good i still have another to go at least well thats the plan anyway,not depression
"I would like to test and see how long your tongue really is, my lady. [eggplant emoji] @Tinashe",not depression
@Yankees Scores don't matter in Spring Training man!,not depression
i feel like you re being super humble right now,not depression
i feel heartbroken and sad,depression
i can feel him kick and move and know that it will be ok,not depression
"Mata'i ngeli, alu o polosi ho nifo..",not depression
i went to work like normal and didnt feel bad in any way shape or form,depression
i still feel defeated,depression
im feeling wimpy and whiny and generally tired,not depression
Weird frosted colored lipgloss is weird...,not depression
Waiting for brownies. I want brownies. Someone hooks it up?,not depression
i get angry at myself when i feel bitter,not depression
i feel that there is no way to determine if a machine possesses consciousness and thus whether it is intelligent,not depression
I just might buy myself an A-Rod jersey #NewYork #Yankees #MLB,not depression
"I can't wait to post the designs of my new walkout shirts, sweaters, and hats! Should have the official mock up done tomorrow. They're sexy.",not depression
"People, RT this picture far and wide, if for no other reason than it makes teabaggers with poor spelling really angry http://t.co/gygRzYCIjq",not depression
im feeling a little apprehensive about tomorrows weigh in,not depression
The John Cantlie video issued by Al Furqan media is a new level of the Jihadi propaganda: promises more episodes &amp; wages ideological warfare,not depression
i feel that as this greedy obsession continues sustainabilitys growth will be hindered,not depression
im told by horsey people that they are a rare find so i feel quite lucky,not depression
im just sick of feeling unwelcome here,depression
i am going to add some photos from today and again thank you all for your dear support when i was feeling overwhelmed at different moments,not depression
i dont even think i would be ready to be fuck buddys because if theres emotions from him i would feel horrible when im not giving them back,depression
Jihadis betting on public protests in Britain to force UK gov out of the anti-ISIS coalition http://t.co/5gJSmrfzWJ,not depression
i would accept your gift without feeling mad,not depression
i have a feeling your heart will be happy that you did,not depression
RT @AugustAlsina: &#8220;@SharaPlus2: #AskAugust How Tall are you? I keep getting different answers from different people &#127806;&#128064;&#127806; @AugustAlsina&#8221;&lt; abo&#8230;,not depression
i feel quite photographically lethargic and drained its difficult to explain but im really happy my school semester is coming to an end,depression
i jumped off and sauntered into the spa area feeling very pleased with myself,not depression
"Rams too ""@GnarlsDarkley: Lakers as a whole is trash RT @80sbaby4life: Jordan Hill is trash. Play Davis and Randle more""",not depression
i feel the reader will get confused with because it bounces and uses references from its earliest time period which is like the dawn of time till now,not depression
"Big bird holds press conf claims ""he does not care for the letter f""",not depression
i was still feeling optimistic at this point,not depression
im starting to feel more sociable again i actually feel like going out and seeing friends rather than crying off because im feeling like a twisted knotted ball of pain,not depression
i am sitting here in front of my mac feeling more carefree than i have felt for months,not depression
i feel like doing or not doing its mind numbingly dull to debate the nuances of the women this and men that model,depression
i was feeling and could answer all my stupid questions,depression
im feeling quite mellow now in spite of having raging pms the past few days which means im likely to erupt with little or no warning,not depression
i feel so neglectful of lj,depression
i feel somewhat victimized,depression
i feel more stressed than ever,depression
i knew that if we werent giving thanks its because i wasnt feeling very thankful either,not depression
i feel like im not pretty enough like my personality is too boring and obnoxious,depression
i am lost distraught and mainly at a state of feeling helpless,not depression
"@megynkelly 
I don't understand the need for multiple autopsies. I guess they're going to keep on until they can slant 1 against the officer",not depression
i did not feel like i was on the edge and it got to a point where i wasn t bothered about who wins and to hell with it whether this fight will even end,not depression
Early bird catches the worm &#128074;,not depression
Goodbye x Young Dolph featuring Trinidad James &amp; Shy Glizzy,not depression
i like to finish on a positive note that whenever i feel a bit fearful or down i can just remember something nice about me and rich and it cheers me up,not depression
Happy hangover #Bloomington #btown #iubb #IU #Indiana #hoosierdaddy #HoosierNation #hoosiers the resurrection is now complete. #ncaa #big10,not depression
i feel so cool now like one of the cool kids in the neighborhood haha,not depression
"RT @LuckyLanceJ: A bird doesn't sing because it has an answer, it sings because it has a song.~ @DrMayaAngelou",not depression
i only have a few things on my list i feel super guilty and can t relax,not depression
i feel like a low life mooching off everyone,depression
im not sure your going to feel so gracious in return,not depression
RT @townhallcom: Charlie Crist Refuses To Back Down From Race-Based Attack On GOP http://t.co/zSHn94OK9S,not depression
i didn t feel an aching inside,depression
i try to get in at least minutes a day five days a week though i have been known to skip a workout if i m feeling particularly lethargic or lazy,depression
RT @Vaeflare: ...Because sometimes you just need a moment to appreciate a noble guinea pig with steampunk dragon wings. http://t.co/SeRyx9v&#8230;,not depression
im feeling you up grumpy,not depression
i got separated from the man i loved,depression
i don t want to go home to toronto and feel like a nobody tortured artist loser for two weeks and smoke pot alone in my bedroom and watch degrassi junior high and then weep,not depression
RT @tj_curtin: A birds eye view of today's #harvest14 activities. Thanks @BrentJFF for the great camera work! http://t.co/RgETR4tV4S,not depression
@NoMeek_JustMilz If they trash in yr 3 or 4 he'll waive it lol,not depression
when i saw all the starving people in ethiopia on tv it felt awful to see such suffering,not depression
i want to be able to have someone stop by on a whim and not have to feel ashamed of the and a half inches of dust on my shelves and tv stand,depression
i feel very unhappy and incomplete,depression
i feel divine whenever i captured a moment smiled silently saving all the details to my treasure chest that i fill only with memories that i knew will only happened once in my lifespan,not depression
i feel called to do and delighted in doing,not depression
i had planted about trees and was feeling very virtuous hot and thirsty,not depression
i don t feel bitter about my lot nor do i wish any other mother s son was in my place,not depression
i email authors about interviews i feel a little intimidated,not depression
i am not feeling particularly creative,not depression
i should have known better if you are traveling with the military and you feel satisfied there is definitely something wrong,not depression
i feel very successful in both my family and work life,not depression
im starting to feel a bit more resolved,not depression
i dont know about you guys but i certainly feel fabulous about myself,not depression
i feel uptight love had to show me one thing i was so right,not depression
i feel certifiably idiotic right now,depression
@Sammy_Sicko Get me a bag of those pink n white coloured van sweets please. Thanks dude :-),not depression
i feel that stay is important too this word reminds me of a feeling i get sometimes,not depression
i go back to that day however and hear jesus words the son of man has authority to forgive sins on earth i feel electrified and doubtful,not depression
id done that though it kind of did a on me and i found myself sympathizing with the demons as the church called them and feeling more disgusted with the people who were supposed to be trying to fight them off,not depression
"""The devil grows inside the hearts of the selfish and wicked
White, brown, yellow and black color is not restricted""",not depression
Ate the receivers really fast or is pass coverage trash?,not depression
i did not feel in the least smart,not depression
i taught him what it can look like and how it could make him feel scared confused excited nervous,not depression
never have I seen a toddler chug a water bottle so fast lol,not depression
That crow has socks,not depression
i have a feeling that somehow this week will go quickly which is splendid because i wouldnt have it any other way for my two favorite men await me at the end of the week ryan and andrew bird of course,not depression
Dad called me a border hopper,not depression
im still feeling a bit drained,depression
"how much you wanna bet that a anti-government ""black helicopter"" teabagger was behind the Boston Marathon explosions? @TwitchyTeam #p2 #tcot",not depression
i always feel very afraid as i work on books egan tells kurt,not depression
i mean it is exhausting to feel bad all the time,depression
it's so weird outside. it's like yellow.,not depression
i feel for these people they are some of the smartest most talented people i have ever met,not depression
@SteveWorks4You Stockboy...everyone mocks you.,not depression
"RT @janbaloch45: Pakistani Christian Couple burnt alive in Kasur Punjab http://t.co/JRxpbsL05Y
@veritaz @marvisirmed 
@Goshno @AliyaNazki &#8230;",not depression
I was told never fold &amp; never sell my sole,not depression
i feel like i have to redeem myself even though i think they realized why i was distraught and were ok with it,not depression
RT @VersaceSilk: When you try to tell grandpa that 70s music was trash https://t.co/kYULQZoBC6,not depression
i feel hated i feel angry i feel very sad i feel like im going to be abandoned i feel angry because i abandoned someone but in reality no one at this age can expect that neither party will be abandoned,not depression
i use it i envision how it would work if i had long thick lashes and i just have this strong feeling that it would provide me the perfect amount of lift definition and separation,not depression
i feel disgusted that any criminal justice system in the st century could know the full details of it all and deny it to be named as abusive,not depression
"RT @WillMcAvoyACN: An ad for the Haitian charity ""Water Is Life"" mocks people who use #FirstWorldProblems hashtag through juxtaposition. ...",not depression
@selina_dabbagh the song? About pollo hermanos and Heisenberg?,not depression
i did not know was that she was of the damned and that she had had centuries to hone the very words she wielded against me with their razor edge in hindsight i cannot help but feel resigned to the fate that inevitably followed for i was helpless to withstand her,depression
Dawg!! RT @Chill__Cosby: Man this about to be another trash Thursday night game,not depression
Charlie looking like he's the one that made that 3.,not depression
i wish it had been a little more and this makes me feel greedy and sheepish and lazy for not having worked harder over the last few months,not depression
i feel i am pretty smart raising three boys on my on and they are turning out to be great but my question myself and anyone who reads my blog whats wrong with be wiser,not depression
i feel privileged to have read the stories i received and i enjoyed crafting a piece that i believe does justice to new zealand women screenwriters who write feature films,not depression
i guess i sort of believe him but deep down i just feel unsure about the unknown,not depression
i feel pressured to write because i pressure myself to write or at least that it s just ingrained to do so,not depression
i cannot feel my lips they are numb and burning,depression
i feel there are a lot of things that i need want must to do but always somehow got distracted got a call from my crol tl and just told her that couldnt join her as per going to the doc,not depression
i tried to explain what my lyme and coinfections feel like i guess i could say it is a horrible painful nightmare that just won t end,depression
i feel i would be ungrateful to god and undutiful to the church if i did not use my poor efforts on the side of truth and peace,depression
i feel a little bit brave,not depression
i am so aware that if i indulge my wounded self in the first thoughts i will feel impatient and burdened and if i make sure that my loving adult is in charge thinking the second loving thoughts i will feel happy blessed and peaceful,not depression
i feel that his apology was sincere i just couldnt help feeling a bit more unhappy about what happened,not depression
RT @TalibKweli: Do you want to hear the truth or are you only looking to hear what makes you feel all warm and fuzzy inside? I choose truth&#8230;,not depression
i feel like ive missed the boat,depression
i get lots of praises i feel proud sometimes,not depression
"RT @alisonkent: Also as part of my release day gift (yes, we get those!) this adorable bumblebee bear! #Montlake http://t.co/SC3AjXCiRB",not depression
i feel anxious and worry just in case i dont understand the customers problems,not depression
i feel less valued cause i dont look good,not depression
i feel fantastic and i find that i have a renewed sense of strength and endurance,not depression
i know i feel personally offended by this on so many levels,not depression
i had thought but i feel scared and somewhat trepidatious nervous and sad,not depression
"NBA, handle your zebras.",not depression
Got to 8 on flappy birds can you say happiest girl on earth,not depression
i enjoy feeling strong i love having muscles and strength and endurance,not depression
RT @Zach_Dorsey: My trash is worth more than you,not depression
i would feel like i am doomed to repeat history once more,depression
RT @FaZeSpaceLy: How bad u want something is meaningless If how bad you're willing to work for the thing u want Isn't 10xs as intense as ho&#8230;,not depression
i normally like some lettuce and tomatoes in my burger for moisture in their absence in this burger made the meat feel particularly rich and juicy,not depression
i feel stupid typing that,depression
i discussed previously in my last blog post how apprehensive audiences have become towards bathrooms they automatically feel nervous which has become a fantastic trope for horror fiction,not depression
i read the sentinel article on hanford city councilman dan chins proposed media policy and the secret committee meetings my feelings could be summed up in a single word alarmed,not depression
i was feeling rebellious so i ate it,not depression
i used to down a large mushroom pizza and a pitcher of beer and feel positively virtuous afterward,not depression
i even had a deep feeling for alaska and the cold and snowy and yet big open land with the pine trees and mountains but im destined to live in southern california,not depression
i am feeling grumpy i put this on,not depression
"RT @SportsCenter: Storybook ending in New York. Derek Jeter walks off a winner at Yankee Stadium, http://t.co/pRS2lWATK7",not depression
im feeling a lot more appreciative today,not depression
"RT @RealSkipBayless: In their primes, MJ would have dominated LBJ in 1 on 1. Just so much mentally tougher. MJ's trash talk alone would unn&#8230;",not depression
RT @ChildishGarbino: Part of my cousin Danny's Yankee Swap. Pretty hilarious. Very clever. And very Danny. @danvii http://t.co/FKdEYzqT,not depression
Igot to level 21 so far on flappy birds smh,not depression
i hate being selfish but i gotta admit i feel so depressed about it,depression
RT @Ilovebamf: I held you like a baby bird.. &#128546; and now you come at me like this.. These friends ain't loyal &#128546;&#128557; http://t.co/WinZvfxdL8,not depression
"RT @ParkerHouk1: If I could be anywhere on earth right now, you know it would be Yankees Stadium",not depression
i was feeling really emotionally distraught and unable to concentrate,not depression
"@Jpizzle651 I didn't really have one, was aware of Yankees, but always loved Dodgers uniform!",not depression
i am left feeling rejected judged and deemed inadequate,depression
i feel im being violent is i say no im not going to accept that and here are the consequences,not depression
i feel all glad not being with you,not depression
"RT @Dceni33: Not the ""farewell tour's"" fault everyone but three players underachieved for the Yankees this year.",not depression
i got tacos because i wasnt feeling too adventurous,not depression
when i was ditched by my girlfriend,depression
i know suicide is selfish but right now i feel like i am worthless and that in the long run it would be better for everybody else,depression
